                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.7201,                 2.1836,                 1.4253,                0.87832,                 0.5448,                 0.4012,                0.41331,                0.17035,                0.48545,                 0.3982,                0.38286,                0.11109,                 1.9857,                 2.8831,                 1.9494,                0.89481,             0.00079731,             0.00079731,             0.00079731
                     25,                  1.773,                 2.5377,                  1.509,                0.88789,                0.53802,                0.45808,                0.43903,                0.17632,                0.42741,                0.36826,                0.32695,                0.09547,                 2.0051,                 2.9626,                 1.7389,                0.89593,             0.00082477,             0.00082477,             0.00082477
                     26,                 1.8681,                 2.3091,                 1.2989,                0.86669,                0.55745,                0.39977,                0.42408,                0.17158,                0.41014,                0.29641,                 0.2932,                0.08532,                 2.0052,                 2.7144,                 1.8157,                0.89232,              0.0008517,              0.0008517,              0.0008517
                     27,                 1.9265,                 2.1218,                 1.2606,                0.86689,                0.49643,                0.38323,                 0.4098,                0.17392,                0.36929,                0.32635,                0.30731,                 0.0935,                  1.969,                 2.6396,                 2.5491,                0.89578,              0.0008781,              0.0008781,              0.0008781
                     28,                 1.7623,                 2.1398,                 1.2172,                0.85933,                0.49643,                0.38323,                 0.4098,                0.17392,                0.36929,                0.32635,                0.30731,                 0.0935,                  1.969,                 2.6396,                 2.5491,                0.89578,             0.00090398,             0.00090398,             0.00090398
                     29,                 1.7843,                 2.2287,                 1.2849,                0.84678,                0.53514,                0.38922,                0.40254,                 0.1753,                0.53622,                0.38922,                0.42073,                0.14305,                 1.9481,                 2.6783,                 2.5099,                0.90269,             0.00092933,             0.00092933,             0.00092933
                     30,                 2.1024,                 3.0633,                 1.7251,                0.87318,                0.60805,                0.35928,                0.39377,                0.17137,                 0.5494,                 0.4052,                0.42468,                0.15233,                 1.9471,                 2.7212,                 2.0694,                0.90516,             0.00095415,             0.00095415,             0.00095415
                     31,                 1.7958,                 1.9683,                 1.1709,                0.87259,                0.60805,                0.35928,                0.39377,                0.17137,                 0.5494,                 0.4052,                0.42468,                0.15233,                 1.9471,                 2.7212,                 2.0694,                0.90516,             0.00097844,             0.00097844,             0.00097844
                     32,                 1.7551,                 2.3933,                  1.407,                0.90718,                0.53269,                0.41916,                0.41606,                0.18491,                0.47817,                0.37725,                 0.3809,                0.11947,                 1.9045,                 2.8497,                  1.622,                0.89031,              0.0010022,              0.0010022,              0.0010022
                     33,                 1.7729,                 2.1892,                 1.1986,                0.84794,                0.50596,                0.42314,                0.40079,                0.16134,                0.43405,                0.31437,                0.29258,                0.08965,                 1.9916,                 2.8625,                 1.5475,                 0.9018,              0.0010254,              0.0010254,              0.0010254
