                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.7473,                 2.3363,                  1.338,                0.89833,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,             0.00093343,             0.00093343,             0.00093343
                     26,                 1.8201,                 2.2548,                 1.3297,                0.86884,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,             0.00096951,             0.00096951,             0.00096951
                     27,                 1.8809,                 2.3689,                 1.2038,                0.87381,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,              0.0010054,              0.0010054,              0.0010054
                     28,                 1.7145,                 2.2673,                 1.1452,                0.85557,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,              0.0010412,              0.0010412,              0.0010412
                     29,                 1.7302,                 1.9785,                 1.1512,                0.84717,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,              0.0010768,              0.0010768,              0.0010768
                     30,                 1.9617,                 2.7617,                 1.4597,                0.86269,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,              0.0011122,              0.0011122,              0.0011122
                     31,                  1.686,                 1.8321,                 1.2944,                0.85851,                0.00133,                0.00599,                0.00069,                 0.0001,                0.00133,                0.00599,                0.00069,                  7e-05,                    nan,                    nan,                    nan,                    nan,              0.0011475,              0.0011475,              0.0011475
                     32,                 1.6353,                 2.0892,                 1.3143,                0.88826,                0.00067,                0.00299,                0.00036,                  4e-05,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0011827,              0.0011827,              0.0011827
                     33,                 1.6921,                 2.1039,                 1.2177,                0.84167,                0.00067,                0.00299,                0.00036,                  4e-05,                      0,                      0,                      0,                      0,                 5.6132,                    nan,                    nan,                  9.683,              0.0012176,              0.0012176,              0.0012176
                     34,                 1.5855,                 2.0891,                  1.147,                0.86402,                0.00067,                0.00299,                0.00036,                  4e-05,                      0,                      0,                      0,                      0,                 5.6132,                    nan,                    nan,                  9.683,              0.0012524,              0.0012524,              0.0012524
                     35,                 2.0011,                 2.7482,                 1.3119,                0.85697,                0.00083,                0.00299,                0.00034,                  7e-05,                      0,                      0,                      0,                      0,                 4.8593,                 439.72,                    inf,                 1.7911,              0.0012871,              0.0012871,              0.0012871
                     36,                 1.9504,                 2.4786,                 1.2173,                0.88381,                0.31665,                0.14371,                   0.15,                0.05424,                0.20117,                0.10479,                0.08637,                0.03363,                 2.8137,                  7.114,                 3.8064,                 1.0289,              0.0013216,              0.0013216,              0.0013216
                     37,                 1.7789,                 2.1009,                  1.074,                0.87243,                0.31665,                0.14371,                   0.15,                0.05424,                0.20117,                0.10479,                0.08637,                0.03363,                 2.8137,                  7.114,                 3.8064,                 1.0289,              0.0013559,              0.0013559,              0.0013559
                     38,                  1.878,                 2.1441,                 1.1731,                0.87769,                 0.4383,                 0.2994,                 0.2777,                0.08972,                0.32944,                0.29341,                0.21731,                0.06301,                 2.3608,                 8.2121,                 3.9685,                 0.9657,              0.0013901,              0.0013901,              0.0013901
                     39,                  1.921,                 2.2799,                 1.3646,                0.87046,                0.25634,                0.17964,                0.12176,                0.03931,                0.22972,                0.16168,                0.10701,                0.03702,                 2.9297,                 6.8211,                 4.3682,                 1.0481,              0.0014241,              0.0014241,              0.0014241
                     40,                 1.6897,                 1.8942,                 1.1252,                0.87178,                0.25634,                0.17964,                0.12176,                0.03931,                0.22972,                0.16168,                0.10701,                0.03702,                 2.9297,                 6.8211,                 4.3682,                 1.0481,               0.001458,               0.001458,               0.001458
                     41,                 1.7933,                 1.9318,                 1.6132,                0.89034,                 0.1195,                0.23054,                0.05388,                0.01769,                0.13502,                0.26048,                 0.0662,                0.01996,                 2.9164,                 11.302,                 80.435,                 1.0505,              0.0014917,              0.0014917,              0.0014917
                     42,                 1.7976,                 2.1921,                 1.5362,                0.87572,                0.09743,                0.40419,                0.07348,                0.02843,                0.10215,                0.42814,                0.07404,                0.02454,                  2.403,                 5.0188,                 23.289,                0.97097,              0.0015252,              0.0015252,              0.0015252
                     43,                 1.6325,                 1.8304,                  1.278,                0.89694,                0.09743,                0.40419,                0.07348,                0.02843,                0.10215,                0.42814,                0.07404,                0.02454,                  2.403,                 5.0188,                 23.289,                0.97097,              0.0015586,              0.0015586,              0.0015586
                     44,                  1.737,                 2.1487,                 1.1602,                0.85904,                0.04867,                0.21856,                0.03062,                0.01004,                   0.05,                0.22455,                0.03156,                0.01344,                 2.8803,                 5.0685,                    inf,                 1.0449,              0.0015919,              0.0015919,              0.0015919
                     45,                 2.0981,                 2.6111,                 1.5409,                0.87107,                0.04867,                0.21856,                0.03062,                0.01004,                   0.05,                0.22455,                0.03156,                0.01344,                 2.8803,                 5.0685,                    inf,                 1.0449,              0.0016249,              0.0016249,              0.0016249
                     46,                 1.9636,                 2.6016,                 1.2744,                0.90076,                0.07584,                0.15569,                0.02945,                0.01055,                0.06223,                0.15569,                0.02903,                0.01063,                 3.2364,                 6.1977,                 21.182,                 1.6768,              0.0016578,              0.0016578,              0.0016578
                     47,                 1.6456,                  1.844,                 1.0925,                 0.8564,                0.07584,                0.15569,                0.02945,                0.01055,                0.06223,                0.15569,                0.02903,                0.01063,                 3.2364,                 6.1977,                 21.182,                 1.6768,              0.0016906,              0.0016906,              0.0016906
