,image,Metric,yolo_rmse,dualsight_rmse,yolo_pred_mean,dual_pred_mean,yolo_gt_mean,dual_gt_mean,yolo_r2_mean,dual_r2_mean
123,S02_01_SE1_1000X16:,major_axis_length,59.786827813756645,59.7041385845606,187.4080942929169,193.66891151889195,202.2154947656783,202.2154947656783,0.5574260935692108,0.5586494663114725
124,S02_01_SE1_1000X16:,minor_axis_length,22.01457201766454,21.076248430273864,129.2319242880083,131.77799206733388,137.03933549607362,137.03933549607362,0.9254167998692889,0.9316391997402104
125,S02_01_SE1_1000X16:,eccentricity,0.14832395753972707,0.13469114267320034,0.6784729243081881,0.6806128338253137,0.6729098205725826,0.6729098205725826,0.4797674216526735,0.5710042292740259
126,S02_01_SE1_1000X16:,equivalent_diameter,27.81907088286846,27.370105474985902,149.8534215672199,153.22623546853478,159.5398195028289,159.5398195028289,0.8812919970500769,0.8850926791888317
129,S02_01_SE1_1000X16:,feret_diameter_max,67.21988873518353,67.51860397244582,197.26000630286418,204.39654573831606,215.38750900888212,215.38750900888212,0.48973213411188665,0.48518694767682247
130,S02_01_SE1_1000X16:,perimeter,157.43161454052262,158.59426078578088,568.6163357274586,587.8452813757492,611.4245141664853,611.4245141664853,0.6755372740120085,0.6707272067417803
131,S02_01_SE1_1000X16:,solidity,0.040759209359952,0.03980160623335534,0.9578938675525533,0.9492436996547783,0.9442684588701921,0.9442684588701921,0.1573856221671106,0.19651354317080827
132,S02_02_SE1_300X18:,area,1039.5746477650664,984.7189516776365,3857.406896551724,4017.0,4118.951724137931,4118.951724137931,0.826630360834461,0.8444441750262309
133,S02_02_SE1_300X18:,area_convex,1204.3682876984901,1144.7425037972514,4011.4137931034484,4186.737931034483,4329.4068965517245,4329.4068965517245,0.7886046606534323,0.8090180155827159
134,S02_02_SE1_300X18:,major_axis_length,18.18240919425903,17.58350325370601,77.36383320959112,79.33603021185246,81.73933493633993,81.73933493633993,0.48654626226211817,0.519814239451905
