                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.81416,                 1.8712,                 3.1652,                 1.0225,                0.10273,                0.36768,                0.10294,                0.07493,                0.10742,                0.38449,                0.11325,                0.07902,                0.68463,                 1.5886,                 3.2071,                0.90798,                  8e-05,                  8e-05,                  8e-05
                      2,                0.79394,                 1.5857,                 2.9935,                 1.0181,                0.16227,                 0.5808,                 0.2479,                0.18967,                0.16348,                0.58514,                0.25177,                0.19038,                0.77391,                 1.5636,                 3.0655,                0.89382,             0.00017964,             0.00017964,             0.00017964
                      3,                0.77507,                 1.1132,                 2.2506,                0.94609,                0.16576,                0.59328,                0.31831,                0.22528,                0.16697,                0.59761,                0.32156,                0.23078,                0.87912,                 1.7451,                 2.8421,                0.89206,             0.00027889,             0.00027889,             0.00027889
                      4,                0.71367,                 0.9451,                 1.3647,                0.91172,                0.73494,                0.20299,                0.35924,                0.26552,                0.76749,                0.19869,                0.36172,                 0.2521,                0.85172,                 1.6273,                 2.5725,                0.88545,             0.00037774,             0.00037774,             0.00037774
                      5,                0.64594,                0.81927,                0.98123,                0.90162,                0.49228,                0.48373,                0.48964,                0.37567,                0.54804,                0.46258,                0.49666,                0.35024,                0.81787,                 1.5986,                 2.4472,                 0.8945,              0.0004762,              0.0004762,              0.0004762
                      6,                0.61947,                0.81153,                0.88759,                0.91244,                0.93067,                0.26209,                0.59231,                0.46582,                0.93067,                0.26209,                0.58803,                0.41456,                0.83692,                 1.5194,                 2.2176,                0.90439,             0.00057426,             0.00057426,             0.00057426
                      7,                0.61748,                0.77551,                0.91065,                0.91932,                0.93111,                0.39579,                0.63864,                0.52044,                0.94093,                0.39735,                0.64318,                 0.4573,                0.81045,                 1.6645,                 1.8855,                0.91476,             0.00067192,             0.00067192,             0.00067192
                      8,                0.62418,                0.85986,                0.78642,                 0.9227,                0.90193,                0.46883,                0.62204,                 0.4881,                0.90611,                  0.471,                0.62331,                0.45245,                0.86836,                   1.51,                 1.7439,                0.94431,             0.00076919,             0.00076919,             0.00076919
                      9,                0.57638,                0.74816,                0.71663,                0.89875,                0.87655,                0.54772,                  0.648,                0.50879,                0.88523,                0.55315,                0.65285,                0.45418,                0.86878,                 1.6428,                  1.479,                0.95712,             0.00086606,             0.00086606,             0.00086606
                     10,                0.55153,                 0.7221,                0.70306,                0.89941,                0.85362,                0.61822,                0.68344,                0.54938,                0.86198,                0.61876,                0.68803,                0.49897,                0.79177,                 1.6543,                 1.0757,                0.93484,             0.00096254,             0.00096254,             0.00096254
                     11,                0.59432,                0.77954,                0.71026,                0.89124,                0.82955,                0.59385,                0.66222,                0.52016,                 0.8386,                0.60033,                0.67009,                0.45952,                0.81363,                  1.808,                0.98918,                0.96551,              0.0010586,              0.0010586,              0.0010586
                     12,                0.58119,                0.74614,                0.67068,                0.89233,                0.85768,                0.63402,                0.69346,                0.54751,                0.86809,                0.63666,                0.69568,                0.47707,                0.79621,                 1.6739,                 1.0075,                0.94202,              0.0011543,              0.0011543,              0.0011543
                     13,                0.56862,                0.73672,                0.68282,                0.87768,                0.83626,                0.64642,                0.69921,                0.53611,                0.84505,                0.65239,                0.70437,                 0.4909,                0.86365,                 1.7248,                0.95868,                0.94975,              0.0012496,              0.0012496,              0.0012496
                     14,                0.56099,                0.71166,                0.66464,                0.88063,                0.82495,                0.62256,                0.68553,                0.55659,                0.83443,                0.62852,                0.68901,                0.46771,                0.73847,                 1.8276,                0.88079,                0.93682,              0.0013445,              0.0013445,              0.0013445
                     15,                0.55616,                0.72066,                0.67821,                0.89163,                0.85024,                0.60738,                0.69216,                0.53914,                0.85512,                0.61171,                0.69698,                0.49201,                0.84029,                 1.8349,                0.94686,                0.96047,               0.001439,               0.001439,               0.001439
                     16,                0.55114,                0.73521,                0.64428,                0.88755,                0.80232,                0.62256,                0.68503,                 0.5326,                0.81306,                0.61226,                 0.6815,                0.46758,                0.79529,                 1.7778,                 1.0291,                0.94832,              0.0015331,              0.0015331,              0.0015331
                     17,                0.60779,                0.76161,                0.70308,                0.88551,                0.78869,                0.64164,                0.69044,                0.49905,                0.79464,                0.64751,                0.70366,                0.49438,                0.97303,                 2.1278,                0.89713,                0.98338,              0.0016268,              0.0016268,              0.0016268
                     18,                0.59051,                0.71211,                0.62483,                0.87695,                0.83408,                0.64338,                0.70967,                0.52734,                0.83876,                0.64884,                0.71917,                0.49539,                0.90845,                 2.1167,                0.87407,                0.96841,              0.0017201,              0.0017201,              0.0017201
                     19,                0.63618,                0.86199,                0.79454,                0.91452,                0.82225,                 0.6654,                0.71613,                 0.5692,                0.82934,                0.66323,                0.71693,                0.47903,                0.80586,                 1.9591,                0.87335,                0.94634,               0.001813,               0.001813,               0.001813
                     20,                0.62234,                0.76805,                 0.6296,                0.88575,                0.83606,                0.65727,                0.71333,                0.54371,                0.84319,                0.65727,                0.72096,                0.51203,                0.88415,                 1.9147,                0.97815,                0.95336,              0.0019055,              0.0019055,              0.0019055
                     21,                0.58005,                0.73041,                  0.631,                0.88813,                0.83751,                0.66524,                0.71546,                0.54991,                0.84775,                0.67338,                0.72803,                0.50505,                0.86607,                 1.8274,                 0.9223,                0.94736,              0.0019208,              0.0019208,              0.0019208
                     22,                0.56777,                0.68523,                 0.6058,                0.88168,                0.84871,                0.66625,                  0.721,                0.56079,                0.85147,                0.66842,                0.72842,                0.50443,                0.82137,                 1.7578,                0.84491,                0.93332,              0.0019208,              0.0019208,              0.0019208
                     23,                0.56188,                0.70928,                0.61599,                0.88341,                0.83061,                0.66052,                0.71897,                0.56369,                0.85387,                0.64859,                0.71792,                0.51087,                0.78772,                 1.6504,                0.84397,                0.91757,              0.0019168,              0.0019168,              0.0019168
                     24,                 0.5682,                0.74826,                0.60882,                0.87949,                0.84845,                0.65456,                 0.7164,                0.55531,                0.85322,                0.65252,                0.71417,                0.50534,                0.81776,                 1.7513,                 0.8675,                0.93145,              0.0019129,              0.0019129,              0.0019129
                     25,                0.56382,                0.68443,                0.64783,                0.88385,                0.83938,                0.67165,                0.72599,                0.56119,                0.84729,                0.67516,                0.72716,                0.52153,                0.82275,                 1.7887,                0.82746,                0.92899,              0.0019089,              0.0019089,              0.0019089
                     26,                0.54577,                0.64972,                0.64398,                0.88079,                0.83512,                0.67296,                0.72323,                0.56077,                0.84211,                0.66974,                0.71998,                0.50213,                0.80998,                 1.7586,                0.84573,                 0.9289,               0.001905,               0.001905,               0.001905
                     27,                0.56619,                0.66212,                0.61015,                0.88063,                0.81519,                0.64805,                0.68802,                0.52404,                 0.8077,                0.63991,                 0.6773,                0.47287,                0.82635,                 1.6905,                 1.0558,                0.93955,               0.001901,               0.001901,               0.001901
                     28,                0.54004,                0.64413,                0.63459,                0.88301,                0.81325,                0.61822,                0.66505,                0.50586,                0.81374,                0.61362,                0.66281,                0.46127,                0.87771,                 1.6875,                 1.1746,                0.94436,               0.001897,               0.001897,               0.001897
                     29,                 0.5538,                0.65589,                0.63123,                0.87752,                0.84177,                0.66649,                 0.7115,                0.56323,                0.84923,                 0.6692,                0.71544,                0.50586,                0.77184,                 1.6504,                0.92372,                0.91777,              0.0018931,              0.0018931,              0.0018931
                     30,                 0.5412,                0.64428,                0.64498,                0.86603,                0.84502,                0.68004,                 0.7247,                0.56946,                 0.8607,                0.67842,                0.72789,                0.51936,                0.76256,                  1.625,                0.79886,                0.91176,              0.0018891,              0.0018891,              0.0018891
