                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.7643,                 2.3111,                  1.206,                0.83511,                0.49521,                0.38772,                0.39126,                0.15263,                0.32914,                0.38623,                 0.2826,                 0.0876,                 2.0218,                 4.4116,                 2.1895,                 0.8939,              0.0012344,              0.0012344,              0.0012344
                     61,                 1.5655,                 1.7777,                0.97444,                0.82736,                0.49521,                0.38772,                0.39126,                0.15263,                0.32914,                0.38623,                 0.2826,                 0.0876,                 2.0218,                 4.4116,                 2.1895,                 0.8939,              0.0012212,              0.0012212,              0.0012212
                     62,                 1.6681,                 1.8227,                 1.0194,                0.84729,                0.46293,                0.38195,                0.34383,                0.13877,                0.38971,                0.34132,                0.27703,                0.07755,                 2.0846,                 4.8999,                 2.3121,                0.89541,               0.001208,               0.001208,               0.001208
                     63,                 1.5318,                 1.7904,                 1.2355,                0.85674,                0.46293,                0.38195,                0.34383,                0.13877,                0.38971,                0.34132,                0.27703,                0.07755,                 2.0846,                 4.8999,                 2.3121,                0.89541,              0.0011948,              0.0011948,              0.0011948
                     64,                 1.5784,                 1.8644,                 1.0279,                0.83296,                0.48245,                 0.3712,                0.36304,                0.12947,                0.39241,                0.30838,                0.28673,                0.08428,                 2.1936,                 4.4962,                  1.889,                0.90994,              0.0011816,              0.0011816,              0.0011816
                     65,                 1.5888,                 1.7618,                 0.9763,                0.84854,                0.48245,                 0.3712,                0.36304,                0.12947,                0.39241,                0.30838,                0.28673,                0.08428,                 2.1936,                 4.4962,                  1.889,                0.90994,              0.0011684,              0.0011684,              0.0011684
                     66,                 1.6642,                 2.0236,                 1.0104,                0.84022,                0.50659,                0.35329,                0.36615,                0.13119,                0.36134,                0.28443,                0.26476,                0.07379,                  2.168,                 4.3016,                 1.7045,                0.91127,              0.0011552,              0.0011552,              0.0011552
                     67,                  1.583,                 1.5979,                0.93093,                0.85492,                0.50659,                0.35329,                0.36615,                0.13119,                0.36134,                0.28443,                0.26476,                0.07379,                  2.168,                 4.3016,                 1.7045,                0.91127,               0.001142,               0.001142,               0.001142
                     68,                 1.6744,                 1.8644,                 1.2764,                0.85991,                0.51652,                0.36826,                0.38496,                0.15333,                0.29377,                0.32635,                0.25036,                0.07662,                  2.044,                 4.2517,                 1.6273,                 0.8999,              0.0011288,              0.0011288,              0.0011288
                     69,                 1.7292,                 1.8778,                 1.0271,                0.84737,                0.51652,                0.36826,                0.38496,                0.15333,                0.29377,                0.32635,                0.25036,                0.07662,                  2.044,                 4.2517,                 1.6273,                 0.8999,              0.0011156,              0.0011156,              0.0011156
